['GVVVIVLAV', '1.251\r\n']
['ALALNAAVG', '1.088\r\n']
['QVRVQGEVS', '1.088\r\n']
['AVSLHGGEV', '1.088\r\n']
['AFVVGAQEA', '1.088\r\n']
['AFVVGAQEA', '1.088\r\n']
['PLACGATTL', '1.088\r\n']
['FKALFPCGS', '1.088\r\n']
['AFFFGLQLA', '1.088\r\n']
['HHLSFAFPS', '1.088\r\n']
['ALIGFCGSP', '1.088\r\n']
['GVYTCGAHS', '1.088\r\n']
['EELAQIYAV', '1.088\r\n']
['KKGSVIAVP', '1.088\r\n']
['FLSDIASFL', '1.088\r\n']
['IKLGFLSEV', '1.088\r\n']
['LGIAYAASI', '1.088\r\n']
['MHRADLCVS', '1.088\r\n']
['YGGAPLLGV', '1.088\r\n']
['FLGGPTCLA', '1.088\r\n']
['GNAVPPLLA', '1.088\r\n']
['VAKLTAGLA', '1.088\r\n']
['FVTGGVLSS', '1.088\r\n']
['KRLGSAILV', '1.088\r\n']
['VHISALEAT', '1.088\r\n']
['TGCALVGQS', '1.088\r\n']
['VAYEPIWAI', '1.087\r\n']
['DLSWIVALT', '1.087\r\n']
['FKDGFIVVQ', '1.087\r\n']
['VVVGIGERS', '1.087\r\n']
['ESAIIAFSV', '1.087\r\n']
['ESAIIAFSV', '1.087\r\n']
['YAGDIVAIA', '1.087\r\n']
['FVGTFVGFF', '1.087\r\n']
['LLGAEVREV', '1.087\r\n']
['YKAPAIFVG', '1.087\r\n']
['IVDFGAFLS', '1.087\r\n']
['LISGIIGAL', '1.087\r\n']
['SFIADFAVA', '1.087\r\n']
['LKLVGINIS', '1.087\r\n']
['GALAIAVAD', '1.087\r\n']
['FESAVIIPS', '1.087\r\n']
['VLGARIGYI', '1.087\r\n']
['TEAVITVPA', '1.087\r\n']
['VGAPIIYPD', '1.087\r\n']
['LALGIGGVP', '1.087\r\n']
['CKTGVAFGL', '1.087\r\n']
['LAGAIVGLG', '1.087\r\n']
['VASGFGEVL', '1.087\r\n']
['SLHEFISAL', '1.087\r\n']
['VWSFPAIAP', '1.087\r\n']
['ELLGVVERA', '1.087\r\n']
['KWGVIVFSA', '1.087\r\n']
['SYLNIPAII', '1.087\r\n']
['KYIHPIALT', '1.087\r\n']
['GFLEHVGHL', '1.087\r\n']
['PIPGVGAII', '1.087\r\n']
['LLAGGAFLA', '1.087\r\n']
['NYFLIYGAL', '1.087\r\n']
['AYIPIPGVD', '1.087\r\n']
['WYSLFVAIN', '1.087\r\n']
['KNVILGGYV', '1.087\r\n']
['VGGILGALA', '1.087\r\n']
['FQVPFGDVS', '1.087\r\n']
['VSSLFAEGL', '1.087\r\n']
['IIYGGFLAY', '1.087\r\n']
['FLIFGVDQA', '1.087\r\n']
['YLAGFNALL', '1.087\r\n']
['RFRFNALVV', '1.087\r\n']
['TLLPIYARA', '1.087\r\n']
['AAEGVVALE', '1.087\r\n']
['ALTLPIGAI', '1.087\r\n']
['DFIGFVQAL', '1.087\r\n']
['DFIGFVQAL', '1.087\r\n']
['LHEFISALS', '1.087\r\n']
['GGAFLALLA', '1.087\r\n']
['IDIAGPAYV', '1.087\r\n']
['FLDFGVSIA', '1.087\r\n']
['KIVGISAIA', '1.087\r\n']
['INLGPILLS', '1.087\r\n']
['GIGGLAVAL', '1.087\r\n']
['AHPHIPQIA', '1.087\r\n']
['KKIHPATLV', '1.087\r\n']
['YNPGHLLII', '1.087\r\n']
['SGEVLVNGV', '1.087\r\n']
['HLKILAGLT', '1.087\r\n']
['LQQGQAIIL', '1.087\r\n']
['LVDFKGEIV', '1.087\r\n']
['LLIGPPGVG', '1.087\r\n']
['PIPGVDLAA', '1.087\r\n']
['LLGILGGSL', '1.087\r\n']
['PLSVRGALS', '1.087\r\n']
['YEVYISEVM', '1.087\r\n']
['LLHAYNHAS', '1.087\r\n']
['KLFAPLAYT', '1.087\r\n']
['SSASIIPLA', '1.087\r\n']
['TLFGDLACA', '1.087\r\n']
['NAVLDAYAI', '1.087\r\n']
['GVLALGYAD', '1.087\r\n']
['GVLGLALAN', '1.087\r\n']
['FAVELHGSI', '1.087\r\n']
['YNIASAILI', '1.087\r\n']
['ALEEGVSLL', '1.087\r\n']
['YHLAVRGML', '1.087\r\n']
['LFAPLAYTK', '1.087\r\n']
['YANLFAAKV', '1.087\r\n']
['FENHLVPLS', '1.087\r\n']
['VNGYHPLHA', '1.087\r\n']
['NQVIVAKPS', '1.087\r\n']
['PLDGISLAL', '1.087\r\n']
['IFFAYSTII', '1.087\r\n']
['FEGSVAHIL', '1.087\r\n']
['SELDFASLV', '1.087\r\n']
['IECALISAM', '1.087\r\n']
['TQGLFDSVV', '1.087\r\n']
['FESALLVGS', '1.087\r\n']
['LQAFLSGAY', '1.087\r\n']
['TLPAIKGVY', '1.087\r\n']
['VYEPVSEAS', '1.087\r\n']
['DILSIAYGL', '1.087\r\n']
['ALGALVGSS', '1.087\r\n']
['IDFLGSVFA', '1.087\r\n']
['IDFLGSVFA', '1.087\r\n']
['LSAIAIDIA', '1.086\r\n']
['FQEGVIFAL', '1.086\r\n']
['GHEFVAVIG', '1.086\r\n']
['YYHGIEPIL', '1.086\r\n']
['FKVTWGLVA', '1.086\r\n']
['GVFAWVFKA', '1.086\r\n']
['IGGGLIIVP', '1.086\r\n']
['GAGVFVGEV', '1.086\r\n']
['LYIADAFRL', '1.086\r\n']
['LYAIDAPFA', '1.086\r\n']
['LGADIVAHS', '1.086\r\n']
['SLEADGFVV', '1.086\r\n']
['SGLAGIHAV', '1.086\r\n']
['SVGTIAAPL', '1.086\r\n']
['PSFYHIGAL', '1.086\r\n']
['YYALEAAFA', '1.086\r\n']
['SQILGVRIA', '1.086\r\n']
['ATLIGAPVS', '1.086\r\n']
['FFYVGGEVA', '1.086\r\n']
['AGIGFALLI', '1.086\r\n']
['IVFGLGAIK', '1.086\r\n']
['LLLFGGGLA', '1.086\r\n']
['ILPANAFAL', '1.086\r\n']
['LAKGVIRDV', '1.086\r\n']
['LIGAIGFKV', '1.086\r\n']
['VGGAVGGAV', '1.086\r\n']
['GDPALVILG', '1.086\r\n']
['FIKAPVFFT', '1.086\r\n']
['SYSHAVGIS', '1.086\r\n']
['TIKEVALEV', '1.086\r\n']
['GVASLWEAV', '1.086\r\n']
['LVKNGIRVI', '1.086\r\n']
['QEKAIPAVL', '1.086\r\n']
['GVYLEAGLA', '1.086\r\n']
['AQVALANFA', '1.086\r\n']
['YELARALGV', '1.086\r\n']
['VKIGFVGKY', '1.086\r\n']
['PFYYALEAA', '1.086\r\n']
['FEEVGDACV', '1.086\r\n']
['YYANRVFQL', '1.086\r\n']
['FIWAFASYL', '1.086\r\n']
['QYIISVRGI', '1.086\r\n']
['SALLAAVTN', '1.086\r\n']
['LAWGLYGLY', '1.086\r\n']
['LCAAGIGKI', '1.086\r\n']
['AAFLDAALA', '1.086\r\n']
['SVYDIGQAL', '1.086\r\n']
['SSGSFVEVI', '1.086\r\n']
['YPIEISPLA', '1.086\r\n']
['YPIEISPLA', '1.086\r\n']
['DSAGLAVLS', '1.086\r\n']
['PIAFFKAAL', '1.086\r\n']
['ILYLDAHAD', '1.086\r\n']
['YKGEFVSCA', '1.086\r\n']
['LHPIYGSFA', '1.086\r\n']
['FLFIFASSQ', '1.086\r\n']
['LYADTLGLI', '1.086\r\n']
['PASYYAEVS', '1.086\r\n']
['QMVLLATAS', '1.086\r\n']
['SLSLGINPV', '1.086\r\n']
['NQLAFALSL', '1.086\r\n']
['AFAYVANYS', '1.086\r\n']
['ERGVLGVCG', '1.086\r\n']
['ALLGLGGLF', '1.086\r\n']
['SAILPLATS', '1.086\r\n']
['YGVFAASLG', '1.086\r\n']
['LKNAQVFLS', '1.086\r\n']
['VFYSAGEFL', '1.086\r\n']
['VLYVSGEES', '1.086\r\n']
['LIDAYPLRF', '1.086\r\n']
['ILGVNLNAL', '1.086\r\n']
['AIGFPVKIA', '1.086\r\n']
['AKSINVVSA', '1.086\r\n']
['NVGLYTYGV', '1.086\r\n']
['TKVLNALAI', '1.086\r\n']
['VGANPVPHA', '1.086\r\n']
['DRSPVVAPA', '1.086\r\n']
['NLGVQLAIS', '1.086\r\n']
['CFAAFPSAT', '1.086\r\n']
['IVGAISLAM', '1.086\r\n']
['EYVGSVEVG', '1.086\r\n']
['IYYKEICFD', '1.086\r\n']
['TLISLIGYS', '1.086\r\n']
['LEKHHAPLI', '1.086\r\n']
['GLFAYQHAI', '1.086\r\n']
['KHAFKGVVS', '1.086\r\n']
['IAAIFSYSA', '1.086\r\n']
['SLTIIATAL', '1.085\r\n']
['IYEFFATVP', '1.085\r\n']
['SVITAIGIA', '1.085\r\n']
['FFHWVRALS', '1.085\r\n']
['LAWGVLWLT', '1.085\r\n']
['SALGDIIVS', '1.085\r\n']
['IVGGFEAVF', '1.085\r\n']
['ISDILIAHS', '1.085\r\n']
['TAIGIVAHA', '1.085\r\n']
['AVIIGGGVS', '1.085\r\n']
['ARRLVIFAS', '1.085\r\n']
['YKNHVFHIA', '1.085\r\n']
['ASAFPVRIA', '1.085\r\n']
['FLIVEVGGT', '1.085\r\n']
['LSNVIVGAG', '1.085\r\n']
['SYIATAAFL', '1.085\r\n']
['DFIARLIAL', '1.085\r\n']
['IKAVREAVA', '1.085\r\n']
['NAQFYIGVL', '1.085\r\n']
['LLSATAIIT', '1.085\r\n']
['GLFVLAEEI', '1.085\r\n']
['ALIAHAFPT', '1.085\r\n']
['GLFGTVVEI', '1.085\r\n']
['ITSVLAFWS', '1.085\r\n']
['LIEALIHAG', '1.085\r\n']
['AGILVFGAS', '1.085\r\n']
['FIEAIQTIV', '1.085\r\n']
['WHEGVLGIV', '1.085\r\n']
['LRRVRYGFV', '1.085\r\n']
['VGAIRPPTV', '1.085\r\n']
['TKNAYAFVV', '1.085\r\n']
['YYFVTARLG', '1.085\r\n']
['LINEAYGVL', '1.085\r\n']
['TIYGVTYIA', '1.085\r\n']
['PFAEYPLIA', '1.085\r\n']
['IRAVGELLA', '1.085\r\n']
['AHFAPVGRL', '1.085\r\n']
['VGQGFALAI', '1.085\r\n']
['ALLGVENLA', '1.085\r\n']
['GLYENALVI', '1.085\r\n']
['IVSGPIGGV', '1.085\r\n']
['LKQGELVAI', '1.085\r\n']
['YKGHVVEQA', '1.085\r\n']
['VIHALNGIS', '1.085\r\n']
['FLGGVLRHA', '1.085\r\n']
['LIWGRYLLA', '1.085\r\n']
['AGDVVDALS', '1.085\r\n']
['WITGHTYVV', '1.085\r\n']
['IHNHIASIL', '1.085\r\n']
['GVSIRLLTA', '1.085\r\n']
['FSNPYAAIV', '1.085\r\n']
['PILLGEPGV', '1.085\r\n']
['PLLISGFAS', '1.085\r\n']
['LNQGFLPVA', '1.085\r\n']
['LECGAVNTL', '1.085\r\n']
['WLTGQTIVV', '1.085\r\n']
['YVGDEPLLA', '1.085\r\n']
['TYFGVNYYL', '1.085\r\n']
['YSVIAVMTG', '1.085\r\n']
['FILIYAHSN', '1.085\r\n']
['LVGLGVNTA', '1.085\r\n']
['EVLSIVGES', '1.085\r\n']
['ERITLACGV', '1.085\r\n']
['PMIAFYSVS', '1.085\r\n']
['LSGGLVFSQ', '1.085\r\n']
['LVFRGSIPA', '1.085\r\n']
['VHTLRNALI', '1.085\r\n']
['GIGSIVGVA', '1.085\r\n']
['ISDSIVAGL', '1.085\r\n']
['PQSLTVGGV', '1.085\r\n']
['VSVNLAGYD', '1.085\r\n']
['YYPANAYLP', '1.085\r\n']
['FVKAVGIMA', '1.085\r\n']
['YQGQVAELI', '1.085\r\n']
['PTGLLTGLV', '1.085\r\n']
['ARGGVYLCG', '1.085\r\n']
['SVNTLLGLA', '1.085\r\n']
['AQLSFVGAS', '1.085\r\n']
['HQIESALAL', '1.085\r\n']
['LYNAVGDSV', '1.085\r\n']
['VMQGLGLTV', '1.085\r\n']
['FSGAIKGVV', '1.085\r\n']
['SVSFGALSA', '1.085\r\n']
['IESALALGL', '1.085\r\n']
['YGDSFVALP', '1.085\r\n']
['MVLPIDSAI', '1.085\r\n']
['RRNASILVV', '1.085\r\n']
['EEIGVSGVV', '1.085\r\n']
['FWSITASLV', '1.085\r\n']
['LNAFLISSY', '1.085\r\n']
['PQGSLIVDI', '1.085\r\n']
['TIPFIAAIH', '1.084\r\n']
['DYVVGIEIK', '1.084\r\n']
['LLEHEAEIV', '1.084\r\n']
['TLFIIPTAY', '1.084\r\n']
['IITTIIALS', '1.084\r\n']
['HLDLEAIIA', '1.084\r\n']
['LHYFFGGVK', '1.084\r\n']
['FAWHVFGRV', '1.084\r\n']
['LLGFFATYP', '1.084\r\n']
['LSAGIVNIF', '1.084\r\n']
['AHVFRNAIL', '1.084\r\n']
['ELKTIIAVA', '1.084\r\n']
['FRYAFLIAS', '1.084\r\n']
['GVDAAILFS', '1.084\r\n']
['SARIVGDVI', '1.084\r\n']
['PVAYFAAFN', '1.084\r\n']
['ALFAIAIST', '1.084\r\n']
['LRVTIDGVA', '1.084\r\n']
['GWVITVALE', '1.084\r\n']
['FIAAGAFHL', '1.084\r\n']
['FSAAIVISM', '1.084\r\n']
['NLFTIALLS', '1.084\r\n']
['IRGSFIIAV', '1.084\r\n']
['GLGAYAIAL', '1.084\r\n']
['VAGFNVAGL', '1.084\r\n']
['IADEVGALL', '1.084\r\n']
['FSLFLGARL', '1.084\r\n']
['HDTHVAYIS', '1.084\r\n']
['LHSIDVATQ', '1.084\r\n']
['LSVGLFGGI', '1.084\r\n']
['LSVGLFGGI', '1.084\r\n']
['LSVGLFGGI', '1.084\r\n']
['ARDIIVSGV', '1.084\r\n']
['DVGFAIQLA', '1.084\r\n']
['PVERGVALS', '1.084\r\n']
['ITHVDALIG', '1.084\r\n']
['IKLVVARGE', '1.084\r\n']
['TNTLILVAA', '1.084\r\n']
['FLSAGIVNI', '1.084\r\n']
['SIAINGACL', '1.084\r\n']
['GVGFYPVDA', '1.084\r\n']
['SQGYIYALA', '1.084\r\n']
['IVDAIGRSV', '1.084\r\n']
['FLIGAAFSY', '1.084\r\n']
['TITLVAYIN', '1.084\r\n']
['YFGGTAVLI', '1.084\r\n']
['HFGPFIAKV', '1.084\r\n']
['IEQGHVYIA', '1.084\r\n']
['WQYGYLFAL', '1.084\r\n']
['TLAADVALT', '1.084\r\n']
['FPVGLANFY', '1.084\r\n']
['EGSARAVVL', '1.084\r\n']
['DIPGVIGSV', '1.084\r\n']
['LHATLPGFI', '1.084\r\n']
['SGPVFAGSV', '1.084\r\n']
['ISCALNAIG', '1.084\r\n']
['VEVGRLAPS', '1.084\r\n']
['FAIAISTAL', '1.084\r\n']
['SRIQGVVIT', '1.084\r\n']
['NLGVVTQIS', '1.084\r\n']
['QEIIGASLV', '1.084\r\n']
['IAHGISEYV', '1.084\r\n']
['PFLQLIGIT', '1.084\r\n']
['FLWLNVFSS', '1.084\r\n']
['IFAGIVSGI', '1.084\r\n']
['LLTFLASIN', '1.084\r\n']
['LFSLFLGAR', '1.084\r\n']
['LCGGLANVR', '1.084\r\n']
['GFDALLHRV', '1.084\r\n']
['GKGGVNVCL', '1.084\r\n']
['EVYYGIQTL', '1.084\r\n']
['VIVDEAAKA', '1.084\r\n']
['SGVGGFSVL', '1.084\r\n']
['ISIAASEVA', '1.084\r\n']
['GWLDLVALK', '1.084\r\n']
['KVGDFVSAI', '1.084\r\n']
['VDGKVIEAL', '1.084\r\n']
['TLYAFSLID', '1.084\r\n']
['KKPLLVGAS', '1.084\r\n']
['DSVFIASSY', '1.084\r\n']
['KAISHVEVG', '1.084\r\n']
['IQLSPIEGV', '1.084\r\n']
['PLFSVDAIR', '1.084\r\n']
['IAVAEISSP', '1.084\r\n']
['FINILGSVA', '1.084\r\n']
['LRLFLGNSV', '1.084\r\n']
['ARQGFVSAV', '1.084\r\n']
['GVILEIQKI', '1.084\r\n']
['CDSLHAYRS', '1.084\r\n']
['PFLEHALKI', '1.084\r\n']
['IDMLTVHLS', '1.084\r\n']
['SFFARLVKP', '1.084\r\n']
['AHLNVQAFS', '1.084\r\n']
['FFNSLVEII', '1.084\r\n']
['VWELCANGL', '1.084\r\n']
['FIAPLNTPV', '1.084\r\n']
['GFKPFVSIY', '1.084\r\n']
['IDSLGLGAC', '1.084\r\n']
['IKAPLAQIA', '1.084\r\n']
['ASIVSAHGF', '1.084\r\n']
['GVPFFINAL', '1.083\r\n']
['LLTPHIAWA', '1.083\r\n']
['SVFLFIGAM', '1.083\r\n']
['SEIIVAGRV', '1.083\r\n']
['FLPIFALTG', '1.083\r\n']
['FDAIVVARG', '1.083\r\n']
['AAGILAAIP', '1.083\r\n']
['LACTRIGAI', '1.083\r\n']
['FYLIDTGVP', '1.083\r\n']
['FLITFPAGL', '1.083\r\n']
['NKITLFGVV', '1.083\r\n']
['SYWLNIHVS', '1.083\r\n']
['LPFGIISAF', '1.083\r\n']
['LPFGIISAF', '1.083\r\n']
['YGFFLGALF', '1.083\r\n']
['LEYAPVITT', '1.083\r\n']
['SVYFAVNDS', '1.083\r\n']
['ALVGTIESL', '1.083\r\n']
['SYFEYATLL', '1.083\r\n']
['LRSEVALIT', '1.083\r\n']
['NVARVVGHT', '1.083\r\n']
['IYYIHYANS', '1.083\r\n']
['TITDIAPLV', '1.083\r\n']
['ITTFLGALL', '1.083\r\n']
['LDPTLPAWV', '1.083\r\n']
['SVVVGAGTD', '1.083\r\n']
['ANVIGFSVS', '1.083\r\n']
['FVGHDARVH', '1.083\r\n']
['IFLHFANPI', '1.083\r\n']
['KRFGGVLVF', '1.083\r\n']
['GLCLIANTA', '1.083\r\n']
['VIKAAIGLG', '1.083\r\n']
['LAKAITLAA', '1.083\r\n']
['GGEVAVYLT', '1.083\r\n']
['TITVVPGAS', '1.083\r\n']
['FRDFLALLS', '1.083\r\n']
['VEIGYVNAH', '1.083\r\n']
['FYHAEISLP', '1.083\r\n']
['LNIPLYGIA', '1.083\r\n']
['FSGAGVGCY', '1.083\r\n']
['DFSDVALIP', '1.083\r\n']
['YAVGFSEAL', '1.083\r\n']
['QNAFLLACM', '1.083\r\n']
['VLNAPFQFS', '1.083\r\n']
['FDSLADVIA', '1.083\r\n']
['NRILEVVSA', '1.083\r\n']
['IIYINPPYA', '1.083\r\n']
['YLGSFAEVP', '1.083\r\n']
['TLSGEVLPI', '1.083\r\n']
['LWISLIGIS', '1.083\r\n']
['TLTGIVSGV', '1.083\r\n']
['DFLLTISIA', '1.083\r\n']
['SLGELGCYA', '1.083\r\n']
['GRLTTISVV', '1.083\r\n']
['YRVGLGLAQ', '1.083\r\n']
['YHVLIGRKQ', '1.083\r\n']
['FDLTVPLAR', '1.083\r\n']
['KVSMWVGAV', '1.083\r\n']
['ITLALAPAK', '1.083\r\n']
['LFHTDAVQA', '1.083\r\n']
['YFLGVLNGF', '1.083\r\n']
['MRELLISIV', '1.083\r\n']
['LGSAYVAGA', '1.083\r\n']
['NSGHPGVCL', '1.083\r\n']
['CAKGTVTLS', '1.083\r\n']
['IHTSAITVA', '1.083\r\n']
['PVIIKAAAG', '1.083\r\n']
['YLPAVRAMA', '1.083\r\n']
['IFLFFKAPS', '1.083\r\n']
['GMDACVPVG', '1.083\r\n']
['YSLLGAYPT', '1.083\r\n']
['AHMGAALLL', '1.083\r\n']
['GQTAVCNLA', '1.083\r\n']
['FIFTLIKHA', '1.083\r\n']
['DHAIVSFML', '1.083\r\n']
['WHRYHSIVA', '1.083\r\n']
['FLVSINGVM', '1.083\r\n']
['LEIVSPGIS', '1.083\r\n']
['LLVVTNGST', '1.083\r\n']
['ISVASVGES', '1.083\r\n']
['TQGCGVNLL', '1.083\r\n']
['FLGICLGMQ', '1.083\r\n']
['WVFFIAEIA', '1.082\r\n']
['CKIHFIGIG', '1.082\r\n']
['LLGFGIEVS', '1.082\r\n']
['GFFIGVILG', '1.082\r\n']
['IQAGIIYAH', '1.082\r\n']
['PNVVIGEGV', '1.082\r\n']
['LSIGEAAFV', '1.082\r\n']
['FFVAEVFTG', '1.082\r\n']
['FIAIEGVYS', '1.082\r\n']
['LKIARVIAR', '1.082\r\n']
['GYLFFDGVI', '1.082\r\n']
['AQYAAAIFA', '1.082\r\n']
['REVHIVNIA', '1.082\r\n']
['ALVVITTTN', '1.082\r\n']
['LHQAAIAIG', '1.082\r\n']
['LKIGVGGIL', '1.082\r\n']
['FRVIVPEPG', '1.082\r\n']
['IKVARAILR', '1.082\r\n']
['FSVEPGIYI', '1.082\r\n']
['YGGIAVISA', '1.082\r\n']
['LKEVGVAEI', '1.082\r\n']
['QKYGAPFIV', '1.082\r\n']
['NAPFLIACD', '1.082\r\n']
['GCANIAHVT', '1.082\r\n']
['AKQVIAGGV', '1.082\r\n']
['VHGHFEAQL', '1.082\r\n']
['TLGVGVFPT', '1.082\r\n']
['VAGFLLETP', '1.082\r\n']
['FEYGINAVV', '1.082\r\n']
['SGGALAIAV', '1.082\r\n']
['KYAHFAPVG', '1.082\r\n']
['KLIGFLGLA', '1.082\r\n']
['YYRLRVGIS', '1.082\r\n']
['VLGTVGEPI', '1.082\r\n']
['AFIVEGPLS', '1.082\r\n']
['FVSRELAIA', '1.082\r\n']
['TQCVIPGAD', '1.082\r\n']
['LDLVIANPK', '1.082\r\n']
['CLMAFVGAN', '1.082\r\n']
['ILMGVAIGY', '1.082\r\n']
['GALALVRIM', '1.082\r\n']
['GHLAEVLGF', '1.082\r\n']
['FWAVLGGIY', '1.082\r\n']
['LTGYDVEVA', '1.082\r\n']
['DKIGYPVII', '1.082\r\n']
['LGAICVGDD', '1.082\r\n']
['TFPAVAVTG', '1.082\r\n']
['SSGPYVIAS', '1.082\r\n']
['DKNAPILVL', '1.082\r\n']
['LASYIATAA', '1.082\r\n']
['IGLAFWQSV', '1.082\r\n']
['VFPETAYPI', '1.082\r\n']
['LDEGDVVLS', '1.082\r\n']
['GIKAIDALV', '1.082\r\n']
['VSFVGIAKE', '1.082\r\n']
['FKKLHIPIA', '1.082\r\n']
['GMGLLVAIP', '1.082\r\n']
['FFMALVFAG', '1.082\r\n']
['GYFLWVKAF', '1.082\r\n']
['DEVSIGVIA', '1.082\r\n']
['SLYNYNIVA', '1.082\r\n']
['LFFGAFLSS', '1.082\r\n']
['PHYGVDYAA', '1.082\r\n']
['IEMVLGAFL', '1.082\r\n']
['LTYFEASLI', '1.082\r\n']
['IMRALGALV', '1.082\r\n']
['SLYNIPLYT', '1.082\r\n']
['ALRGDLALL', '1.082\r\n']
['FCSSWVGTI', '1.082\r\n']
['ISCGDIQGV', '1.082\r\n']
['ALGLDAHYH', '1.082\r\n']
['VLFAKEFAS', '1.082\r\n']
['TSGFLCLGA', '1.082\r\n']
['LVFATDSIS', '1.082\r\n']
['IKSVNAGVY', '1.082\r\n']
['LLAQNPIIS', '1.082\r\n']
['INAGYIYSV', '1.082\r\n']
['LKTLIAYSS', '1.082\r\n']
['LYAKRFAII', '1.082\r\n']
['LLEAFNSAV', '1.082\r\n']
['YDKAHIASV', '1.082\r\n']
['FLGVFVSNG', '1.082\r\n']
['LAQAFGAKV', '1.082\r\n']
['VKAAGTSFC', '1.082\r\n']
['LALDLGLGA', '1.082\r\n']
['SLESAAEVL', '1.082\r\n']
['AFSGRCLIS', '1.082\r\n']
['GLIGGVQLA', '1.082\r\n']
['FVAFLGNMV', '1.082\r\n']
['ANGLYLHRV', '1.082\r\n']
['LNRAQAVVK', '1.082\r\n']
['AGYCFISPT', '1.082\r\n']
['ILGLPLGRI', '1.082\r\n']
['FESYLPAIF', '1.082\r\n']
['SIGVGVAKA', '1.082\r\n']
['FVQSWGPLI', '1.082\r\n']
['IAYGGSAIV', '1.082\r\n']
['GVADKIPIL', '1.082\r\n']
['KIVYGASIS', '1.082\r\n']
['SYADGVAKV', '1.082\r\n']
['KLYSFIASP', '1.082\r\n']
['GLWPIAWIV', '1.081\r\n']
['LLAIIAGTS', '1.081\r\n']
['DIIAIIALG', '1.081\r\n']
['LKVIAITGS', '1.081\r\n']
['NQAIGIAVL', '1.081\r\n']
['YNFEDAIVV', '1.081\r\n']
['VIGGLVWFM', '1.081\r\n']
['PCIGPIFTS', '1.081\r\n']
['LGFGVAFEL', '1.081\r\n']
['ILVGIINPK', '1.081\r\n']
['FIMIFATVP', '1.081\r\n']
['YIITRAILS', '1.081\r\n']
['TSIAIGALL', '1.081\r\n']
['PASVIINRL', '1.081\r\n']
['YFLGFETLL', '1.081\r\n']
['LFGFFVGQA', '1.081\r\n']
['AIFAIGTCS', '1.081\r\n']
['QLVAPINIG', '1.081\r\n']
['IHRAAFALP', '1.081\r\n']
['ISATLIAGL', '1.081\r\n']
['SLGLIGAGV', '1.081\r\n']
['ALMLIATIA', '1.081\r\n']
['IHTALVIDE', '1.081\r\n']
['GKTIILASV', '1.081\r\n']
['FKFDGALIC', '1.081\r\n']
['AALGFYAVN', '1.081\r\n']
['LQHAQIIGH', '1.081\r\n']
['YHIVRGALD', '1.081\r\n']
['LEVLEAAHT', '1.081\r\n']
['THEVLGFLS', '1.081\r\n']
['PYGISEEVV', '1.081\r\n']
['IKYAELAVR', '1.081\r\n']
['RRLAYVAIT', '1.081\r\n']
['IAIAIGAMV', '1.081\r\n']
['GGSAVIGLL', '1.081\r\n']
['VVYAAARDG', '1.081\r\n']
['YHAGLGAFL', '1.081\r\n']
['DSGALPIVA', '1.081\r\n']
['YYPFTSFFI', '1.081\r\n']
['PFIMIFATV', '1.081\r\n']
['LKADGVHVG', '1.081\r\n']
['LKQAEPLII', '1.081\r\n']
['SIAGYPFAL', '1.081\r\n']
['PKDVAIGSV', '1.081\r\n']
['LIHAGAHLD', '1.081\r\n']
['VGNAGVALA', '1.081\r\n']
['LKPLEGHLI', '1.081\r\n']
['GQLALLFGA', '1.081\r\n']
['ISAACTGFI', '1.081\r\n']
['IISIHAPLN', '1.081\r\n']
['GGIAVISAI', '1.081\r\n']
['NLSGVIPPI', '1.081\r\n']
['LHHYGVGTP', '1.081\r\n']
['FLIANALAQ', '1.081\r\n']
['PMSVVAGRL', '1.081\r\n']
['LMVATIAKI', '1.081\r\n']
['HHEILFSNV', '1.081\r\n']
['KHFLGVYAG', '1.081\r\n']
['FLVRNAYAA', '1.081\r\n']
['ANYLGVATL', '1.081\r\n']
['NAYLLAAFS', '1.081\r\n']
['LGGVFSAFF', '1.081\r\n']
['TLYHDAGLL', '1.081\r\n']
['AYDALFAQI', '1.081\r\n']
['LSSQIAAIS', '1.081\r\n']
['LSSQIAAIS', '1.081\r\n']
['FSLGSIEVH', '1.081\r\n']
['LSVYTGGLS', '1.081\r\n']
['ILGGYVNVG', '1.081\r\n']
['FRSYLGIAL', '1.081\r\n']
['SGDVLAGLI', '1.081\r\n']
['AIQALARVD', '1.081\r\n']
['LIANTAPVA', '1.081\r\n']
['LIANTAPVA', '1.081\r\n']
['FALNILIKA', '1.081\r\n']
['YKVVGNLAT', '1.081\r\n']
['YQHGFYASL', '1.081\r\n']
['AHNHQAIVA', '1.081\r\n']
['VSGIPSAIS', '1.081\r\n']
['LLPGTIPSI', '1.081\r\n']
['FAYQHAIAS', '1.081\r\n']
['FLSGIVASW', '1.081\r\n']
['AGLTPGVLA', '1.081\r\n']
['AGLTPGVLA', '1.081\r\n']
['SLILPIASN', '1.081\r\n']
['SVYADNALI', '1.081\r\n']
['ADLILGQVR', '1.081\r\n']
['QGVPSIAIS', '1.081\r\n']
['YRLALNVAT', '1.081\r\n']
['HYYIQTISA', '1.081\r\n']
['ATLPLPGIH', '1.081\r\n']
['PFPGPGLAV', '1.081\r\n']
['LQMLIATQL', '1.081\r\n']
['SQIASILAS', '1.081\r\n']
['YDVGLGYLT', '1.081\r\n']
['LEAGLALLG', '1.081\r\n']
['FVYGGVCNN', '1.081\r\n']
['FLAPLAGYT', '1.081\r\n']
['ARKANGVVV', '1.081\r\n']
